$GPRMC,010000.000,A,3727.3780,N,12637.0020,E,29.5,180.9,290725,,*39
$GPRMC,010001.000,A,3727.3698,N,12637.0018,E,29.5,180.9,290725,,*3B
$GPRMC,010002.000,A,3727.3616,N,12637.0017,E,29.5,180.9,290725,,*31
$GPRMC,010003.000,A,3727.3534,N,12637.0015,E,29.5,180.9,290725,,*31
$GPRMC,010004.000,A,3727.3453,N,12637.0014,E,29.5,180.9,290725,,*37
$GPRMC,010005.000,A,3727.3371,N,12637.0012,E,29.5,180.9,290725,,*37
$GPRMC,010006.000,A,3727.3289,N,12637.0011,E,29.5,181.0,290725,,*39
$GPRMC,010007.000,A,3727.3207,N,12637.0009,E,29.5,181.0,290725,,*37
$GPRMC,010008.000,A,3727.3125,N,12637.0008,E,29.5,181.0,290725,,*3A
$GPRMC,010009.000,A,3727.3043,N,12637.0006,E,29.5,181.0,290725,,*34
$GPRMC,010010.000,A,3727.2961,N,12637.0005,E,29.5,181.0,290725,,*37
$GPRMC,010011.000,A,3727.2880,N,12637.0003,E,29.5,181.0,290725,,*3E
$GPRMC,010012.000,A,3727.2798,N,12637.0002,E,29.5,181.0,290725,,*3A
$GPRMC,010013.000,A,3727.2716,N,12637.0000,E,29.5,181.0,290725,,*3F
$GPRMC,010014.000,A,3727.2634,N,12636.9998,E,29.5,181.0,290725,,*39
$GPRMC,010015.000,A,3727.2552,N,12636.9997,E,29.5,181.0,290725,,*34
$GPRMC,010016.000,A,3727.2470,N,12636.9995,E,29.5,181.1,290725,,*35
$GPRMC,010017.000,A,3727.2388,N,12636.9994,E,29.5,181.1,290725,,*35
$GPRMC,010018.000,A,3727.2307,N,12636.9992,E,29.5,181.1,290725,,*3B
$GPRMC,010019.000,A,3727.2225,N,12636.9991,E,29.5,181.1,290725,,*38
$GPRMC,010020.000,A,3727.2143,N,12636.9989,E,29.6,181.1,290725,,*3B
$GPRMC,010021.000,A,3727.2061,N,12636.9988,E,29.6,181.1,290725,,*3A
$GPRMC,010022.000,A,3727.1979,N,12636.9986,E,29.6,181.1,290725,,*34
$GPRMC,010023.000,A,3727.1897,N,12636.9985,E,29.6,181.1,290725,,*37
$GPRMC,010024.000,A,3727.1815,N,12636.9983,E,29.6,181.1,290725,,*3C
$GPRMC,010025.000,A,3727.1733,N,12636.9982,E,29.6,181.1,290725,,*37
$GPRMC,010026.000,A,3727.1652,N,12636.9980,E,29.6,181.2,290725,,*33
$GPRMC,010027.000,A,3727.1570,N,12636.9978,E,29.6,181.2,290725,,*36
$GPRMC,010028.000,A,3727.1488,N,12636.9977,E,29.6,181.2,290725,,*30
$GPRMC,010029.000,A,3727.1406,N,12636.9975,E,29.6,181.2,290725,,*35
$GPRMC,010030.000,A,3727.1324,N,12636.9974,E,29.6,181.2,290725,,*3B
$GPRMC,010031.000,A,3727.1242,N,12636.9972,E,29.6,181.2,290725,,*3D
$GPRMC,010032.000,A,3727.1160,N,12636.9971,E,29.6,181.2,290725,,*3E
$GPRMC,010033.000,A,3727.1079,N,12636.9969,E,29.6,181.2,290725,,*3F
$GPRMC,010034.000,A,3727.0997,N,12636.9968,E,29.6,181.2,290725,,*31
$GPRMC,010035.000,A,3727.0915,N,12636.9966,E,29.6,181.2,290725,,*34
$GPRMC,010036.000,A,3727.0833,N,12636.9965,E,29.6,181.3,290725,,*30
$GPRMC,010037.000,A,3727.0751,N,12636.9963,E,29.6,181.3,290725,,*3C
$GPRMC,010038.000,A,3727.0669,N,12636.9962,E,29.6,181.3,290725,,*38
$GPRMC,010039.000,A,3727.0587,N,12636.9960,E,29.6,181.3,290725,,*38
$GPRMC,010040.000,A,3727.0506,N,12636.9958,E,29.6,181.3,290725,,*34
$GPRMC,010041.000,A,3727.0424,N,12636.9957,E,29.6,181.3,290725,,*3B
$GPRMC,010042.000,A,3727.0342,N,12636.9955,E,29.6,181.3,290725,,*3D
$GPRMC,010043.000,A,3727.0260,N,12636.9954,E,29.6,181.3,290725,,*3C
$GPRMC,010044.000,A,3727.0178,N,12636.9952,E,29.6,181.3,290725,,*37
$GPRMC,010045.000,A,3727.0096,N,12636.9951,E,29.6,181.3,290725,,*34
$GPRMC,010046.000,A,3727.0014,N,12636.9949,E,29.6,181.4,290725,,*33
$GPRMC,010047.000,A,3726.9933,N,12636.9948,E,29.6,181.4,290725,,*37
